,Random ID,Vid,video_watched,Amus,Ange,Awe_,Calm,Conf,Curi,Disa,Disg,Exci,Fear,Frus,Happ,Inte,Joy_,Pain,Pity,Prou,Reli,Sad_,Surp
0,1045,"Anger,Disappointed,Fear",Anger1.1,0.0,1.3809207678207536,0.0,0.0,0.0,0.0,0.5286380833650245,0.0,0.0,0.1024967411371599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1045,"Anger,Disgust",Anger2.2,0.0,1.2388736537447986,0.0,0.0,0.0,0.0,0.0,1.1441755776941622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1045,"Anger,Disgust,Frustrated",Anger3.3,0.0,0.6706851974409793,0.0,0.0,0.0,0.0,0.0,1.1441755776941622,0.0,0.0,-0.039550372938794966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1045,Amused,Anger4.4,-0.7497859433185693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1045,"Anger,Disgust",Anger5.5,0.0,0.7653832734916158,0.0,0.0,0.0,0.0,0.0,-0.13424844898943153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1045,"Anger,Disappointed,Disgust",Anger6.6,0.0,0.6706851974409793,0.0,0.0,0.0,0.0,0.1024967411371599,0.5286380833650245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1045,"Anger,Disgust",Anger7.7,0.0,0.24454385521311475,0.0,0.0,0.0,0.0,0.0,1.1915246157194805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1045,"Amused,Awe,Interested",Awe1.1,-2.075559008027481,0.0,-0.08689941096411324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7180342354662976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1045,"Awe,Fear,Interested",Awe2.2,0.0,0.0,0.8600813495422525,0.0,0.0,0.0,0.0,0.0,0.0,-2.312304198154073,0.0,0.0,0.14984577916247818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1045,"Amused,Awe,Interested,Surprised",Awe3.3,-1.9808609319768447,0.0,0.4812890453397062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1441755776941622,0.0,0.0,0.0,0.0,0.0,0.0,0.24454385521311475
10,1045,"Awe,Excited,Interested",Awe4.4,0.0,0.0,1.2388736537447986,0.0,0.0,0.0,0.0,0.0,-1.7914647798755716,0.0,0.0,0.0,1.1915246157194805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1045,"Calm,Interested",Awe5.5,0.0,0.0,0.0,-0.4656917151666595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43394000731438787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1045,"Awe,Interested",Awe6.6,0.0,0.0,1.0021284636182073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2762955630653864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1045,"Awe,Excited,Interested",Awe7.7,0.0,0.0,-0.4656917151666595,0.0,0.0,0.0,0.0,0.0,-1.9335118939515263,0.0,0.0,0.0,0.4812890453397062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1045,"Disappointed,Fear",Fear1.1,0.0,0.0,0.0,0.0,0.0,0.0,-2.4543513122300276,0.0,0.0,0.954779425592889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1045,"Fear,Interested",Fear2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055147703111841605,0.0,0.0,-0.18159748701474981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1045,"Fear,Frustrated",Fear3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5130407531919778,0.1024967411371599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1045,"Fear,Pity",Fear4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00779866508652332,0.0,0.0,0.0,0.0,0.0,0.14984577916247818,0.0,0.0,0.0,0.0
18,1045,"Confused,Curious",Fear5.5,0.0,0.0,0.0,0.0,0.623336159415661,0.00779866508652332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1045,"Disgust,Fear,Surprised",Fear6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8127323115169341,0.0,1.3809207678207536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3865909692890696
20,1045,"Awe,Fear,Interested",Fear7.7,0.0,0.0,-0.039550372938794966,0.0,0.0,0.0,0.0,0.0,0.0,-1.8388138179008897,0.0,0.0,0.4812890453397062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1045,"Proud,Relieved",Happy1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08689941096411324,0.3392419312637513,0.0,0.0
22,1045,Joy,Happy2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08689941096411324,0.0,0.0,0.0,0.0,0.0,0.0
23,1045,"Pity,Proud",Happy3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08689941096411324,0.5759871213903427,0.0,0.0,0.0
24,1045,"Amused,Joy,Proud",Happy4.4,-2.2649551601287543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5130407531919778,0.0,0.0,0.00779866508652332,0.0,0.0,0.0
25,1045,Joy,Happy5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00779866508652332,0.0,0.0,0.0,0.0,0.0,0.0
26,1045,"Amused,Joy,Pity",Happy6.6,-1.365323437647707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039550372938794966,0.0,-1.2706253615970704,0.0,0.0,0.0,0.0
27,1045,Amused,Happy7.7,-0.5130407531919778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1045,Sad,Sad1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4812890453397062,0.0
29,1045,"Disgust,Pity,Sad",Sad2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8127323115169341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19719481718779647,0.0,0.0,-0.8444840193692058,0.0
30,1045,"Fear,Sad",Sad3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9335118939515263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4812890453397062,0.0
31,1045,"Disgust,Fear,Pity,Sad",Sad4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18159748701474981,0.0,-2.028209970002163,0.0,0.0,0.0,0.0,0.0,0.7180342354662976,0.0,0.0,0.055147703111841605,0.0
32,1045,"Anger,Disappointed,Fear,Frustrated",Sad5.5,0.0,1.1915246157194805,0.0,0.0,0.0,0.0,0.00779866508652332,0.0,0.0,-2.643747464331301,1.1915246157194805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1045,"Disappointed,Frustrated",Sad6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4812890453397062,0.0,0.0,0.0,0.954779425592889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1045,"Anger,Disappointed,Disgust,Sad",Sad7.7,0.0,-0.039550372938794966,0.0,0.0,0.0,0.0,0.5759871213903427,0.5759871213903427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039550372938794966,0.0
35,1788,"Anger,Disgust",Anger1.1,0.0,-1.0275411033557387,0.0,0.0,0.0,0.0,0.0,-0.18969989600413617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1788,"Anger,Confused",Anger2.2,0.0,0.41963916388793837,0.0,0.0,0.1911370164284104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1788,No emotion elicited,Anger3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1788,No emotion elicited,Anger4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1788,Amused,Anger5.5,-1.560712780761304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1788,Interested,Anger6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4083780157882853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1788,No emotion elicited,Anger7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1788,Curious,Awe1.1,0.0,0.0,0.0,0.0,0.0,0.1149696339419011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1788,Amused,Awe2.2,-0.3420346609771548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1788,No emotion elicited,Awe3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1788,Awe,Awe4.4,0.0,0.0,1.028978223780013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1788,Interested,Awe5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.028978223780013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1788,No emotion elicited,Awe6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1788,"Awe,Interested",Awe7.7,0.0,0.0,0.9528108412935036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3336477537260503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
