,x,y,z,t,True Class Label
0,0.37166163877141223,-0.4816829240424523,-1.0750193779585886,0.35903752700956204,0
1,-2.2158619578531846,0.4974447420768253,0.09584844769629886,2.2423800857287155,0
2,-2.25695557243664,-0.09053538566212738,-0.6031733002397099,1.4676430520991852,0
3,-2.086330381759111,-0.073731548599969,-3.205059380018954,3.201778250442063,0
4,-1.2823562186090265,2.263771877595251,0.40895392570877265,2.6391841868722627,0
5,0.7217310887243831,-0.361382155626671,1.5985723441671267,0.6144676927724017,0
6,0.45846057432514087,2.0742070577879135,1.229420851458817,0.06662769261469526,0
7,-2.288344078512652,2.7629617272549254,-0.2186687088701278,0.4208991485898187,0
8,-0.18733445487585998,-0.04245589821743634,-0.38737626649147294,-0.25308636891302716,0
9,-0.016153795216526712,1.2580869353690178,-2.6179022570727097,0.02996282659055438,0
10,-0.8829938482797258,0.46832187746324283,-1.4124329906891755,2.3345449494800903,0
11,-0.48548148443247796,0.3417039084671094,-0.26815263832428726,2.8516878710098874,0
12,-1.7324422274847793,-0.6508845865143116,-2.5190950713979428,-0.18319700587887966,0
13,-2.0633946544966437,0.985244298924622,-0.7843557530235964,3.329323967973804,0
14,-2.0404036419859124,0.08621329093844965,-0.7268883029475336,0.577517194484521,0
15,-0.07849748137635215,1.492971710793203,-1.945050288127093,1.8555572206744428,0
16,0.8123635176242847,1.7620794513995,-1.2968835148448243,0.5386538204397635,0
17,-0.8059382232684583,1.4363022997611392,-0.3257539691051792,2.278797466837841,0
18,2.690174759884701,0.841275104391285,0.1763099814432012,1.450970029887328,0
19,-1.124889221020218,0.624185068351106,-2.245169540890104,-0.12424731203736128,0
20,-2.4230164827448455,2.6808727146242894,-0.2685573955817222,0.9727034019057952,0
21,0.8839806612918337,0.4619560044477995,-2.967757161986264,0.9265908888252783,0
22,-0.6177515152410438,0.7370123527950176,0.43891960293095966,0.31718605224431395,0
23,-0.674128949183581,2.0003999249413336,-0.05938141294302801,0.739461094778773,0
24,-1.353835579248098,2.383076606099051,-0.932751017870364,0.6860821996991002,0
25,-0.7027434192916395,2.1673733999519404,-2.5266735344981854,4.077894325183342,0
