,x,y,z,t,True Class Label
0,0.26172647145774075,0.47069419537080603,-0.052818933503469445,-0.35910821455374364,0
1,0.9259308279564507,2.1991064343725886,-1.8265435781696178,1.1776092405119987,0
2,-2.655383618919072,1.6821595443565467,-1.3093391453338596,1.1137033631027349,0
3,-1.5210655203424135,2.602481983492354,-0.7748628436140517,0.25890741212391244,0
4,-1.6640302581093949,0.3067451928004047,-0.01272501175820584,1.3261679470679941,0
5,-3.458587211502359,0.24825840622387418,-1.559028317238949,3.3875815231393207,0
6,1.149716405272304,0.1348636731378754,-0.40494335162277606,2.879457567995542,0
7,-0.6986291608991605,0.7031607410670977,0.5891197113134228,0.889210290369942,0
8,1.661853012934921,0.01638175001048625,-1.4605651432691595,1.6938575342555953,0
9,-2.80722610676235,1.1057772133825123,-2.115330602352759,-2.178986083907727,0
10,-2.6789988355356185,1.4856551885751097,-1.0320471250252528,0.8846624753637409,0
11,-0.513259485356989,2.7252220203099022,-0.4939105575306699,0.2938023352560505,0
12,-0.4019509567007178,-0.08260457032224044,0.10358231036674859,2.045111086971445,0
13,-2.389310948491369,1.019010719019379,-1.9484462369112734,0.17248531576950055,0
14,-0.2734829132651412,0.653756562595317,-1.487496609239606,2.677314365827137,0
15,-0.9278140749246063,-0.322939448276393,0.028677825353666586,1.4551653442376082,0
16,-2.261608617318034,2.0575105387482435,-1.8404013174190428,-0.11254628515116183,0
17,-0.8481155251802225,0.6687819953943421,-2.597292773633728,2.7667833888750746,0
18,-0.3981407059065043,1.7511909166873028,-1.8877083444529765,2.1168617088630146,0
19,-2.1679873358605963,0.3939746542071846,-1.217595260756194,2.33347478757184,0
20,-2.0017924153996303,-0.6198781429441407,-1.687249758555075,0.33098075740172217,0
21,-1.6114427657410464,1.1106268895191553,-0.9291115001928407,2.5902467803615448,0
22,-1.8129061457782931,0.7036568056527317,-0.3621727258092349,1.7859356306787098,0
23,-1.8885119085850217,0.4587669332341129,-1.9809155409939816,1.498115776992812,0
24,1.2660734398933426,0.68962000204692,-0.8984576491913815,-0.0598100350943056,0
25,-1.8890593718625879,1.2374795112031136,0.2989234057572294,-0.17535804805381794,0
26,-0.4796933420419467,-0.2909888988411131,0.6305329018851065,-0.4725152049903154,0
27,0.0029207317379957853,0.9525237525386259,-0.9900912733836709,2.4468086008251757,0
28,-2.8112703028209776,0.3187939578537766,-0.6552381991208505,2.0140644332235498,0
29,0.09536439897665683,0.8465328239700289,-0.9855566627462357,2.4026144102438156,0
30,-1.950391034863908,0.40542523977526956,-0.03987971258849532,0.762696747196794,0
31,-1.7519259529375093,1.9123085424443225,-2.0468263148766557,-0.7433638935782709,0
32,-3.173772953889889,0.7002434951554274,1.2380569687023,3.0143039948358554,0
33,-2.232913093147654,0.5991521153235487,-0.5655285851784092,-0.2428685825408201,0
34,-0.2477787611305151,0.09594638766085684,-2.267790787970314,-0.07202916033480289,0
35,-1.283549355400583,1.1079281261252731,-0.06925203104154964,1.947922683413667,0
36,-1.0085526560845934,0.9573139329476568,-0.5627582727464135,-0.6240554481572467,0
37,-0.7441511481566727,1.280532096433648,-0.9971463668635386,0.8308551092214692,0
38,-0.364700525590273,-1.2012659272127006,-0.4355300600049763,1.7171460651175745,0
39,0.23320481358066214,0.6408834575557831,-1.4873584507347524,2.204094858894303,0
40,0.2556146026193358,0.15846571354291084,-0.7270286292727226,-0.8292003203492633,0
41,-1.9442301381743858,0.5231076995107533,-1.2828213939628461,-1.2665126094945123,0
42,-1.53902423069364,-0.34867533432000086,-0.2406547032824955,0.6836345494990015,0
