,x,y,z,True Class Label,ERM Classification,Correct
0,0.5451159332975635,0.18216401723692321,-0.36844052080589607,1,1,True
1,-0.3368352416487317,0.4703592156774298,0.6899416352834866,1,1,True
2,1.6899039817697377,3.2930303814964192,1.698286548392984,1,1,True
3,0.9632495324335842,2.7218394693275574,1.1610137601725707,1,1,True
4,2.6787996133782075,1.3397381550244305,1.6021358069020835,1,3,False
5,1.1787109088641057,0.08271397065801911,0.9711800827839246,1,1,True
6,1.0864439230135992,0.5325184358880612,0.7128925873352242,1,1,True
7,0.5000697010492019,1.1023368709723198,1.0710475422769155,1,1,True
8,3.4318615786142557,0.9503486732220447,1.2258352326279172,1,3,False
9,0.21357835427433391,-0.009611756573280728,-0.29891230766568544,1,1,True
10,-1.6367387696377746,1.3655675451864848,0.16928654573310997,1,3,False
11,1.9516814964498004,2.501959407391542,1.3537931179670373,1,1,True
12,-0.7034973021003859,-0.40162633038959017,-0.34570971301551534,1,2,False
13,0.1672177162013183,1.1620518533489874,1.3051554007966206,1,1,True
14,1.2143250286605685,-0.13832160571474694,0.7797437636196694,1,1,True
15,1.3764506811498665,2.9634912443334143,2.796610345616405,1,3,False
16,0.7738211134360014,4.004049492493021,1.5424820901790712,1,1,True
17,0.27556654692810556,0.20524350695744809,0.07574403317489642,1,1,True
18,0.5949188092003063,1.2075870465735563,1.7137201078373163,1,2,False
19,2.3274521361188976,1.8902196930641404,1.278976556537366,1,3,False
20,0.7158360202954633,0.5805831499992711,0.5829926060965229,1,1,True
21,0.3538617559053159,-0.5841565445269128,0.16871685681560822,1,1,True
22,-1.7387199954117447,0.9044370246550978,-0.19733028494894422,1,3,False
23,0.8149255414706269,1.298597939224444,1.109958864255776,1,1,True
24,1.1479131435037109,2.208174824193912,1.8605794473219817,1,1,True
25,2.4558080844141,0.8368405474248282,-0.01159391196845072,1,3,False
26,0.9157680855300647,2.183677977624296,0.9695567951144051,1,1,True
27,0.7364061589264607,-0.44970015486997306,0.01898281284279446,1,1,True
28,-0.347206032142116,1.390429278027346,0.5082801367797221,1,1,True
29,1.6223146650432163,0.6836177154689336,1.7308154359409225,1,2,False
30,1.876850496967494,1.4499318291103895,1.4794267277213347,1,1,True
31,2.0816436497260122,-1.7170605578258171,0.11259202927726264,1,1,True
32,1.2128199076365953,3.785361348471146,1.956845135125046,1,1,True
33,-0.10532896452037455,1.6464819185184116,1.2512761636666017,1,1,True
34,2.181243823077886,-0.012033914895869247,0.4500680830196053,1,1,True
35,-0.9763039605415182,1.7224745290491774,0.5691007343615708,1,3,False
36,0.08498981217341228,0.46236818600072604,-0.5737139803207374,1,3,False
37,-0.4310606118448139,-0.17939938497016628,0.13070807288136999,1,1,True
38,-0.11271477925348061,0.10670275537785945,0.1416712803469694,1,1,True
39,1.0541731453882544,1.4239025282047155,0.9672681084735769,1,1,True
40,0.32716107821718354,0.45811293356435157,0.9343935885801649,1,1,True
41,2.116995856173269,2.552927666960895,1.7128038504066678,1,3,False
42,0.15750466494053372,1.1472703405362954,0.09553986105824996,1,1,True
43,2.142232142846673,2.3284755345496144,1.8779223086624182,1,3,False
44,1.0717874861375265,-0.9712431159072656,1.1846704374499795,1,1,True
45,0.6212703669129374,1.3730506534080966,0.7254870494198791,1,1,True
46,0.8163261543952619,0.4923202633801318,1.1710974390361388,1,1,True
47,2.9599542567899233,0.019716944666634206,1.1751435274069348,1,2,False
48,1.1691465336841225,3.3567697739344866,0.9988827952780724,1,1,True
49,1.6602650318262149,3.2609166783628565,1.3925568470815657,1,1,True
50,0.1317982970484316,1.0082283439147177,0.1505660526548075,1,1,True
51,0.6057830493493048,0.8105263796910525,0.17568944896434846,1,1,True
52,0.07768071717025216,0.3525430511607771,0.43372350047874697,1,1,True
53,1.5917534947931231,3.532462092498663,1.6066766369246441,1,1,True
54,2.1872674204931597,2.195666489735047,0.5847748261379175,1,3,False
55,1.986184816511111,2.3888349021987407,1.6466023514537655,1,3,False
56,0.5977649602265761,2.073221350115479,0.6797616287405502,1,1,True
57,0.801827756154937,1.00356958156441,0.7496198417091987,1,1,True
58,1.3087306449384863,0.40557273129647553,0.14759318543400846,1,1,True
59,2.0287266607279406,1.3572071920992437,1.0169025333027668,1,1,True
60,0.3773881135112124,1.8578306378406062,0.9030763348608498,1,1,True
61,1.7175677470954596,-0.9200918895696821,0.8334760926902413,1,1,True
62,1.4703573308393543,1.2165908356440083,1.027799361873983,1,1,True
63,1.4699352927020897,-1.79698944469961,0.3433028673714864,1,1,True
64,1.4553323545335888,0.6408135803267775,0.8032103120242592,1,1,True
65,0.9980397887423227,0.35803354717374725,1.1426060342326958,1,1,True
66,0.3764610385902004,-0.04591531523357384,0.9810840849814436,1,1,True
67,-1.4419721448303613,0.9185084165111221,0.5791791656475296,1,2,False
68,1.1869998297387394,0.8081353068661915,1.1724903275979757,1,1,True
69,0.7358223803554591,1.4535021365604526,0.9003192512591782,1,1,True
70,2.329804765632149,-0.6722345383997304,0.5882849985498899,1,1,True
71,1.1412765319793818,-0.37038401591606274,0.6548354765992572,1,1,True
72,0.35722136324661813,0.3444205832478451,0.2605859193040958,1,1,True
73,0.7152802806527305,2.3095818367481176,1.0094190610567912,1,1,True
74,-0.6381947379108368,-0.5143783144597205,0.5620575452569629,1,2,False
75,0.41859848321894166,1.0177491396085194,0.31981324346533,1,1,True
76,2.486100474959959,0.597702595915186,1.8347130847370898,1,2,False
77,-1.4580921983139392,3.2135309767438978,0.7285077211835337,1,3,False
78,-1.2306334273592388,0.16018543665914753,-0.4154764420400432,1,2,False
